Name,City,Address,Nosach,shacharit_prayer,mincha_prayer,Aravit_prayer,Shacharit_Shabat_prayer,Mincha_Shabat_prayer,Aravit_Shabat_prayer,Access_disabled,women,Bar_mitzvah,Code
 הר הצופים, רחובות, הר הצופים,עדות המזרח,05:55,,,,,,FALSE,TRUE,FALSE,4
 הריף, רחובות, גוש עציון,מרוקו,05:53,13:00,19:02,05:28,18:17,,TRUE,TRUE,TRUE,4
 ויז´ניץ, רחובות, אמרי חיים 6,חסידי,,,,,,,FALSE,TRUE,FALSE,4
" חב""ד דניה", רחובות, חבד 1 1,חבד,,,22:00,,,,FALSE,TRUE,TRUE,4
 חזון יחזקאל, רחובות, גולברג 7,ירושלמי,05:30,17:30,18:10,,,,TRUE,TRUE,TRUE,4
 חי רצון, רחובות, כנרת 5,תימן שאמי,,,,,,,TRUE,TRUE,FALSE,4
 חממי, רחובות, מנשה קפרא,תימן,,,,,,,TRUE,FALSE,FALSE,4
" חת""ם", רחובות, שקולניק 1,אשכנז,05:00,,,07:45,,,FALSE,TRUE,FALSE,4
 יאירי, רחובות, מששוילי 1,ירושלמי,05:30,,,07:00,13:30,,TRUE,TRUE,TRUE,4
 יד לשבים, רחובות, האמוראים,ספרד,,,,,,,FALSE,TRUE,FALSE,4
 יד-לשבים, רחובות, שוסיוב,תימן,,,,,,,FALSE,TRUE,FALSE,4
 יוסף הצדיק, רחובות, הרב דוד ישראל,ירושלמי,,,,08:45,,,TRUE,FALSE,FALSE,4
 ישיבת הדר התורה - מרמורק, רחובות, אברהם שמחי 1,לפי החזן,,,,,,,TRUE,TRUE,FALSE,4
 ישיבת יודעי בינה מרמורק, רחובות, החשמונאים,ירושלמי,07:00,,,,,,FALSE,FALSE,FALSE,4
 כולל עטרת שלום - מרמורק, רחובות, אברהם שמחי,תימן שאמי,,,,,,,TRUE,FALSE,FALSE,4
 לומדי תורה - צאנז, רחובות, יעקבזון,חסידי,05:30,,,,,,FALSE,TRUE,FALSE,4
 מגן אברהם, רחובות, הרב דוד ישראל,אשכנז,,,,,,,FALSE,TRUE,FALSE,4
 מגן אברהם, רחובות, טשרנכובסקי,תימן,,,,,,,FALSE,TRUE,FALSE,4
 מגן אברהם, רחובות, אברבנאל,ירושלמי,06:19,,,07:00,,,TRUE,TRUE,TRUE,4
 מגן אברהם - קוממי, רחובות, הרב דוד ישראל 143,תימן שאמי,05:20,18:52,19:32,06:45,13:00,,FALSE,TRUE,FALSE,4
 מגן דוד, רחובות, הרב דוד ישראל,תימן,07:00,,,,,,TRUE,TRUE,TRUE,4
 מדהלה, רחובות, מנשה קפרא,תימן שאמי,,,,,,,TRUE,TRUE,FALSE,4
 מסורת אבות, רחובות, נורדאו 14,תימן בלדי,05:45,,,,,,FALSE,FALSE,FALSE,4
 מעלות הדר התורה, רחובות, נפתלי בן אפריים 1,אחיד,06:00,,,08:15,12:30,,TRUE,TRUE,TRUE,4
 מקלט שכונת גני הדר, רחובות, מאור יוסף,אשכנז,08:30,,19:45,08:30,13:20,,FALSE,TRUE,FALSE,4
 מרכז אברהם, רחובות, טובה וטוביה מילר 2,אשכנז,,18:47,19:12,,,,TRUE,TRUE,FALSE,4
 מרכז אברהם, רחובות, מנוחה ונחלה 64,אשכנז,06:50,18:43,17:45,08:15,,,TRUE,TRUE,TRUE,4
" מרכז אברהם ע""ש הרב פרינס", רחובות, מנוחה ונחלה 64,אשכנז,06:45,,,08:15,,,TRUE,TRUE,TRUE,4
 מרכז קהילתי דתי מערב רחובות, רחובות, ש. בן ציון 1,ספרד,06:00,,,08:00,,,TRUE,TRUE,TRUE,4
 משכן דוד, רחובות, חיים מורי 8 8,תימן שאמי,,,,,,,TRUE,TRUE,TRUE,4
 משכן ישראל, רחובות, יום הכיפורים,אשכנז,,,,08:00,18:34,,FALSE,TRUE,TRUE,4
 מתחת לבניין, רחובות, ברגמן 2,לפי החזן,,13:20,,,,,FALSE,FALSE,FALSE,4
 נוסח אחיד שקד, רחובות, יהלום 2,ספרד,06:00,,,08:00,18:34,,FALSE,TRUE,FALSE,4
 סוכת שלום, רחובות, ברזילי 14,תימן שאמי,06:45,18:47,19:12,,,,TRUE,TRUE,FALSE,4
 עזרא הסופר, רחובות, מנוחה ונחלה,מרוקו,,,,,,,FALSE,FALSE,FALSE,4
 עטרת צבי - הרבנות, רחובות, גולדברג 1,אשכנז,06:00,,20:00,,18:43,,TRUE,TRUE,TRUE,4
 עץ חיים, רחובות, יוסף בן אהרון 14,תימן,05:15,,,07:00,,,FALSE,TRUE,FALSE,4
 עץ חיים, רחובות, מרגולין,תימן,05:45,,,06:30,,,TRUE,TRUE,FALSE,4
 עץ חיים, רחובות, מדהלה יעקב 8,תימן בלדי,05:15,,,07:00,12:30,,FALSE,FALSE,FALSE,4
 עץ-יוסף, רחובות, אברבנאל 10,תימן בלדי,05:00,,,,,,TRUE,TRUE,TRUE,4
" פא""י", רחובות, עזרא 35,ספרד,05:30,,,,,,TRUE,TRUE,FALSE,4
 פורת יוסף, רחובות, בר כוכבה,לפי החזן,,,,10:08,,,FALSE,FALSE,FALSE,4
 צברי, רחובות, כנרת 1,תימן,,,,,,,FALSE,FALSE,FALSE,4
 צעירי תימן, רחובות, דונדיקוב,תימן,05:25,18:32,19:03,07:00,17:32,,TRUE,TRUE,TRUE,4
 קהילת יעקב, רחובות, אברמסון 1,ספרד,06:30,18:42,19:27,08:00,12:30,,TRUE,TRUE,TRUE,4
 קרעטשניף, רחובות, ההגנה 33,חסידי,06:00,12:45,20:00,,,,FALSE,TRUE,FALSE,4
" רשב""י", רחובות, יום הכיפורים,עדות המזרח,05:30,,,,,,FALSE,FALSE,FALSE,4
 שבזי, רחובות, כיכר שבזי,תימן שאמי,,,,,,,TRUE,TRUE,TRUE,4
 שבט יהודה, רחובות, מנשה קפרא 3,תימן שאמי,,18:47,,06:45,12:30,,FALSE,TRUE,FALSE,4
 שובו בנים, רחובות, אברבנאל,ספרד,05:00,,20:00,,,,FALSE,FALSE,TRUE,4
 שומר אמונים, רחובות, ישראל נג´ארה 46,תימן שאמי,05:30,,,07:00,,,TRUE,TRUE,FALSE,4
 שונה הלכות, רחובות, הרצל,אשכנז,06:00,14:00,19:02,08:30,18:44,,FALSE,TRUE,TRUE,4
 שחר היובל, רחובות, משה פורר 1,תימן,05:00,,,,,,TRUE,TRUE,FALSE,4
 שמחת משה, רחובות," לח""י",,,,,,,,FALSE,FALSE,FALSE,4
 שער עוזיאל, רחובות, התחיה 1,עדות המזרח,05:00,,,07:00,,,FALSE,TRUE,TRUE,4
 שערי בינימין, רחובות, מבצע ליטני,תימן,,,,,,,FALSE,FALSE,FALSE,4
 שערי הלכה, רחובות, ויינר,תימן,,,,08:00,17:00,,FALSE,FALSE,FALSE,4
 שערי חירות, רחובות,[],ירושלמי,,,,,,,FALSE,TRUE,FALSE,4
 שערי מתיתיהו, רחובות, מנשה קפרא 7,ספרד,07:30,16:15,17:00,07:30,16:00,,TRUE,TRUE,TRUE,4
 שערי צדק, רחובות, יצחק משקה 9,ספרד,05:30,18:45,,,,,FALSE,FALSE,FALSE,4
 שערי ציון, רחובות," רמב""ם 85",תימן שאמי,,,,07:00,,,FALSE,FALSE,FALSE,4
 תהילים לבנים בכולל הדר התורה מרמורק, רחובות," אברהם שמחי 1, רחובות 1",ירושלמי,,,,,14:15,,FALSE,FALSE,FALSE,4
 תפארת ישראל, רחובות, יצחק משה 17,תימן שאמי,05:30,,,,,,TRUE,TRUE,FALSE,4
 תפארת ישראל, רחובות, אשרוב 0,עדות המזרח,06:00,,,07:00,13:30,,FALSE,TRUE,TRUE,4
 תפארת משה - ברמן, רחובות, ישית הדרום,אשכנז,06:15,,,06:30,,,TRUE,TRUE,TRUE,4
 תפארת צבי, רחובות, דוד נוטמן 0,,,,,,,,TRUE,TRUE,TRUE,4
 תפארת שמואל, רחובות, שדרות וולקני 18,לפי החזן,,18:47,19:12,,,,FALSE,TRUE,TRUE,4
 בית נחמיה, רחלים, רחלים 10,לפי החזן,06:00,,20:10,08:00,,,TRUE,TRUE,FALSE,7
 אוהל יעקב - צנעני, רכסים, הרב קוק 27,תימן בלדי,05:45,18:38,19:18,07:00,15:00,,TRUE,TRUE,FALSE,3
 אור דוד, רכסים, הרקפות 5,עדות המזרח,06:25,,,,,,FALSE,TRUE,TRUE,3
 אור חדש, רכסים, אור חדש,,,,,,,,TRUE,TRUE,FALSE,3
 אור לציון, רכסים, הוורדים 7,ירושלמי,06:45,,,,,,FALSE,TRUE,FALSE,3
 אורח החיים-דרייב, רכסים, הגפן 25,תימן שאמי,,,,07:30,15:30,,FALSE,TRUE,FALSE,3
 בית א-ל, רכסים, עוזיאל,אחיד,05:45,18:45,19:30,07:00,17:30,,TRUE,TRUE,FALSE,3
 בית ניסים, רכסים, הזית,ירושלמי,,13:20,20:15,,,,FALSE,TRUE,FALSE,3
 הונגרים, רכסים, הרב קוק,ספרד,06:20,,,,,,TRUE,TRUE,FALSE,3
 חניכי הישיבות - אוהל מלכה, רכסים, חצב 3,אשכנז,,13:20,,,,,TRUE,FALSE,FALSE,3
 מאורות, רכסים, דרך הרב 2,אשכנז,06:45,12:40,22:15,,,,FALSE,TRUE,FALSE,3
 מרכזי רסקו - רומנים, רכסים, אלונים,ספרד,,,,,,,TRUE,TRUE,TRUE,3
 עולי בבל, רכסים, אורנים,עדות המזרח,06:00,19:00,19:50,07:45,13:30,,TRUE,TRUE,TRUE,3
 שארית הפליטה, רכסים, הכלניות 20,אשכנז,,,,08:00,,,FALSE,TRUE,TRUE,3
 שבת אחים, רכסים, הוורדים 7,אשכנז,06:45,,19:00,,,,FALSE,FALSE,FALSE,3
 בית הכנסת בבית העם, רמות השבים, הבנים פינת בית העם רמות,,,,,08:30,,,TRUE,TRUE,TRUE,4
 רמות השבים, רמות השבים, הבנים פינת בית העם רמות,לפי החזן,,,,,,,TRUE,FALSE,TRUE,4
 אהל יצחק, רמלה, גיבורי ישראל 13,עדות המזרח,,17:00,18:00,,,,TRUE,TRUE,FALSE,4
 אוהב שלום ורודף שלום, רמלה,[],מרוקו,05:00,,,07:30,,,TRUE,TRUE,TRUE,4
 אוהל אברהם, רמלה, בן צבי 20,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,4
 אוהל יוסף, רמלה, אברהם הלל 7,עדות המזרח,05:15,,,,,,FALSE,TRUE,TRUE,4
 אוהל יעקב, רמלה, הלילך 3,,,,,,,,FALSE,TRUE,FALSE,4
 אור יוסף ליוצאי בוכרה, רמלה, ליד גן השלום,,,,,,,,FALSE,TRUE,TRUE,4
 אור יפתח, רמלה,[],ספרד,07:00,,,,,,FALSE,FALSE,FALSE,4
 בית אל, רמלה, קרן היסוד,ספרד,05:30,,19:45,07:00,,,TRUE,TRUE,FALSE,4
" בית יוסף ע""ש רבי יוסף קארו זצ''ל זיע''א ", רמלה, ביאליק 48,עדות המזרח,,18:37,19:27,,,,TRUE,TRUE,FALSE,4
 ברכת נוריאל, רמלה, הזית 4,ספרד,,,,07:00,,,TRUE,TRUE,TRUE,4
 גאולה, רמלה, הרצל 31,ספרד,,,,,,,FALSE,TRUE,TRUE,4
 גולני, רמלה, נאות יצחק רבין,,06:00,,,,,,FALSE,TRUE,TRUE,4
 האהלה שרה, רמלה, ביאליק 24,מרוקו,,,,,,,FALSE,FALSE,FALSE,4
 היכל הבנים, רמלה, האלונים 11,מרוקו,06:00,24:00:00,17:00,07:30,15:45,,TRUE,FALSE,FALSE,4
" היכל הבנים ע""ש חללי צ.ה.ל.", רמלה, שכנת יפה נוף.,מרוקו,,,,,,,TRUE,TRUE,TRUE,4
 זרע יצחק, רמלה, בר אילן,ספרד,,,,,,,TRUE,TRUE,TRUE,4
 חיזוק אמונה, רמלה, בן צבי 8,,,,,,,,TRUE,TRUE,TRUE,4
" יד הרמ""א", רמלה, דוד רזיאל,ספרד,,13:00,,,,,FALSE,TRUE,FALSE,4
 יונה, רמלה,[],עדות המזרח,,,,,,,FALSE,FALSE,FALSE,4
 יוסף הצדיק, רמלה, א.ס.לוי,ספרד,,,,,,,TRUE,TRUE,TRUE,4
 ינה תעשיות, רמלה, היצירה 19,לפי החזן,,13:15,,,,,FALSE,FALSE,FALSE,4
 מגן שלום, רמלה, גיבורי ישראל,עדות המזרח,05:00,,18:30,07:00,18:34,,FALSE,TRUE,TRUE,4
 מרדכי הצדיק ליוצאי פרס, רמלה, דוד רזיאל 26,,07:15,18:30,19:30,,17:30,,TRUE,TRUE,TRUE,4
 סטרומה, רמלה, עמיחי,עדות המזרח,06:10,,,,,,FALSE,FALSE,FALSE,4
 עץ חיים לעולי גיאורגיה, רמלה, לוי אשכול 25,עדות המזרח,05:45,,,07:30,,,TRUE,TRUE,TRUE,4
 קדושי השואה, רמלה," רמב""ם 1",ספרד,06:00,18:47,19:22,08:00,,,TRUE,TRUE,TRUE,4
 קטר, רמלה,[],עדות המזרח,,,,,,,FALSE,FALSE,FALSE,4
 רבי חי טייב חי לא מת, רמלה, סעדיה הגאון 13,תוניס,05:20,,,,,,TRUE,TRUE,TRUE,4
" רשב""י", רמלה, עמיחי 19,מרוקו,06:00,18:30,19:30,,,,FALSE,TRUE,TRUE,4
" רשב""י", רמלה, בן צבי 37,מרוקו,,,,,,,FALSE,TRUE,TRUE,4
 שבת אחים, רמלה, משה רבנו 25,תימן בלדי,05:45,,18:42,07:30,18:02,,FALSE,TRUE,FALSE,4
 שערי צדק, רמלה, שלמה בן יוסף 26,ספרד,05:45,18:32,,07:00,,,FALSE,TRUE,TRUE,4
 תפארת בנים לעולי בוכרה, רמלה, צלח מננשה 6,עדות המזרח,06:00,,,,,,TRUE,TRUE,TRUE,4
 תפארת מאיר, רמלה, קרן היסוד,ירושלמי,,,,,,,FALSE,TRUE,TRUE,4
 בני עקיבא, תל אביב -יפו, אופנהיימר (שכונת נווה אביבים) 5 רמת,ספרד,,,,,,,FALSE,TRUE,FALSE,5
 היכל חיים, תל אביב -יפו, אופנהיימר (שכונת נווה אביבים) 5 רמת,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,5
 הקהילה החדשה של רמת אביב, תל אביב -יפו, דניאל מוריץ 12 רמת,אשכנז,,,,10:00,,,FALSE,FALSE,TRUE,5
" הרמב""ם", תל אביב -יפו, ברודצקי 21 רמת,עדות המזרח,06:00,18:42,19:27,07:20,,,FALSE,TRUE,TRUE,5
 חבד, תל אביב -יפו, טאגור 32 רמת,חבד,10:00,15:15,,,,,FALSE,FALSE,FALSE,5
 מקור חיים, תל אביב -יפו, פיינשטיין 83 רמת,תימן,,,,,,,TRUE,TRUE,TRUE,5
 משה וואהל, תל אביב -יפו, בורלא (שיכון ל´) 25 רמת,ספרד,,,,,,,FALSE,TRUE,TRUE,5
 משכן אחים, תל אביב -יפו, ברודצקי 21 רמת,תימן,,,,,,,TRUE,TRUE,FALSE,5
 נוה קדש, תל אביב -יפו, אופנהיימר (שכונת נווה אביבים) 5 רמת,אשכנז,06:45,,,08:00,,,FALSE,TRUE,TRUE,5
 בית הכנסת משכן הראל, רמת גן, החוגה רמת,אשכנז,,,,,,,TRUE,TRUE,TRUE,5
" ""זכרון משה""", בית שמש, נחל רפאים פינת נחל רזיאל רמת בית,אשכנז,07:00,,,,,,TRUE,TRUE,FALSE,1
" ""כלל ישראל""", בית שמש, נחל רפאים 17 רמת בית,ספרד,,,,09:00,18:23,,TRUE,TRUE,FALSE,1
 אהבת שלום, בית שמש, נחל לכיש 33 רמת בית,אשכנז,05:08,15:15,,,,,TRUE,TRUE,FALSE,1
 אור ברמה, בית שמש, נחל מטע 2 רמת בית,עדות המזרח,05:40,19:30,,08:00,17:30,,TRUE,TRUE,TRUE,1
 אור שלום, בית שמש, נחל מאור 27 רמת בית,אשכנז,06:15,,21:00,08:00,13:30,,TRUE,TRUE,TRUE,1
 אשל אברהם, בית שמש, נחל שורק 16 רמת בית,מרוקו,06:00,,,07:45,18:00,,TRUE,TRUE,TRUE,1
 בית הכנסת המרכזי רמת בית שמש, בית שמש, נחל מטע רמת בית,אשכנז,06:30,,19:48,,13:00,,TRUE,TRUE,TRUE,1
 בית תפילה יונה אברהם, בית שמש, נחל רפאים 34 רמת בית,אשכנז,06:55,13:00,20:00,,,,TRUE,TRUE,FALSE,1
 משכן שילה, בית שמש, נחל עין גדי 37 רמת בית,אשכנז,06:10,,20:45,08:15,13:00,,TRUE,TRUE,FALSE,1
 נחלי הרמה, בית שמש, נחל קטלב 2 רמת בית,עדות המזרח,,18:41,19:21,08:15,12:45,,TRUE,TRUE,FALSE,1
 נחלי תפילה, בית שמש, נחל רפאים 1 רמת בית,ספרד,,,,,,,FALSE,TRUE,FALSE,1
 פני שמואל, בית שמש, נחל לוז 3 רמת בית,אשכנז,05:10,,20:45,,,,TRUE,TRUE,FALSE,1
 קהילת אהבה ושמחה - קרליבך, בית שמש, נחל דולב 70 רמת בית,ספרד,,,19:47,08:45,18:16,,FALSE,TRUE,FALSE,1
 קהילת אהבת ציון, בית שמש, נחל תמנה 2 רמת בית,אשכנז,06:30,,20:30,06:45,,,TRUE,TRUE,FALSE,1
 קהילת טוהר לב ברמה, בית שמש, נחל קטלב 1 רמת בית,לפי החזן,,,,08:30,,,TRUE,TRUE,TRUE,1
 קהילת שבטי ישרון, בית שמש, נחל דולב 2 רמת בית,אשכנז,06:45,13:30,20:30,08:00,18:00,,FALSE,TRUE,FALSE,1
 רמת שלום, בית שמש, נחל דולב 43 רמת בית,אשכנז,05:45,,20:15,,,,TRUE,TRUE,FALSE,1
 תפארת בנים אשכנז, בית שמש," ריב""ל רמת בית",לפי החזן,06:00,,19:46,08:00,,,FALSE,TRUE,TRUE,1
  ישיבת ההסדר רמת גן, רמת גן," אצ""ל 39 רמת",ספרד,07:00,15:00,20:10,07:45,,,TRUE,TRUE,TRUE,5
" ""אחוות אחים""", רמת גן, חד נס רמת,תימן,05:25,,,07:00,,,FALSE,TRUE,FALSE,5
" ""אליהו הנביא""", רמת גן, מטולה רמת,מרוקו,06:00,17:00,17:45,07:00,16:00,,FALSE,FALSE,FALSE,5
" ""התאומים "" ע""ש אמנון ובנימין", רמת גן, זבוטינסקי 35 רמת,ירושלמי,,14:00,,07:00,16:00,,FALSE,TRUE,TRUE,5
" ""נוסח אשכנז""", רמת גן, ההלכה 9 רמת,אשכנז,06:23,,,,,,TRUE,TRUE,TRUE,5
" ""תהילות ישראל""", רמת גן," י""א באדר רמת",ספרד,06:30,,,06:45,18:44,,TRUE,TRUE,TRUE,5
 אבא שלום שבזי, רמת גן, אחד העם 10 רמת,תימן,,,,07:00,,,TRUE,TRUE,FALSE,5
 אגודת אלימלך, רמת גן, אלימלך 7 רמת,אחיד,,,20:30,07:00,,,TRUE,TRUE,TRUE,5
 אהבה ואחוה, רמת גן, מלכי צדק 9 רמת,עדות המזרח,05:15,,,07:15,,,TRUE,TRUE,TRUE,5
 אהבת אחים, רמת גן, באר אורה 15 רמת,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,5
 אהל לאה, רמת גן, הפודים 49 רמת,אחיד,,,,08:15,18:17,,TRUE,TRUE,TRUE,5
 אהל רחל, רמת גן, תלפיות 19 רמת,עדות המזרח,05:30,,,07:45,,,FALSE,FALSE,FALSE,5
 אהל שמעון, רמת גן, הבילויים 44 רמת,יוצאי לוב,05:00,18:37,19:12,07:30,18:22,,TRUE,TRUE,TRUE,5
 אוהל יעקב, רמת גן, אהוד 8 רמת,עדות המזרח,05:30,,,07:00,16:45,,TRUE,TRUE,TRUE,5
 אוהל מרים, רמת גן, אלרואי רמת,תימן שאמי,,,,,,,FALSE,TRUE,TRUE,5
 אור ישרים, רמת גן, האם 14 רמת,עדות המזרח,05:39,18:42,19:26,07:20,13:15,,TRUE,TRUE,TRUE,5
 אחוה ורעות, רמת גן, הדר 13 רמת,עדות המזרח,06:30,18:42,19:30,07:00,,,FALSE,TRUE,TRUE,5
 אחווה, רמת גן," הרוא""ה - חד נס רמת",לפי החזן,,,,,,,FALSE,FALSE,FALSE,5
" אחים רמב""ם", רמת גן, סיירת דוכיפת 10 רמת,תימן,05:30,,,07:00,,,TRUE,TRUE,TRUE,5
" אשל אברהם בביה""ס בן איש חיל", רמת גן," אצ""ל 14 רמת",עדות המזרח,,,,05:00,,,TRUE,TRUE,FALSE,5
 בית איילון ביטוח, רמת גן, אבא הילל 14 רמת,ספרד,,13:15,17:30,,,,FALSE,FALSE,FALSE,5
 בית הכנסת הגדול, רמת גן," כיכר רמב""ם רמת",,,,,,,,FALSE,TRUE,FALSE,5
 בית הכנסת הגדול רמת יצחק, רמת גן, שדרות ירושלים 38 רמת,אשכנז,,,,,,,FALSE,FALSE,FALSE,5
 בית יוסף אור שרגא, רמת גן, השר שפירא 32 רמת,ספרד,06:15,,21:15,,,,TRUE,TRUE,TRUE,5
 בית כנסת, רמת גן, סיני לאן 27 רמת,ספרד,05:45,18:32,19:27,06:30,18:29,,FALSE,FALSE,FALSE,5
 בית מדרש הסולם, רמת גן, ז´בוטינסקי 128 רמת,ספרד,05:50,,,07:30,,,FALSE,TRUE,TRUE,5
 בני ציון, רמת גן, קריניצי 4 רמת,ספרד,,,,,,,FALSE,FALSE,FALSE,5
 בצלאל, רמת גן, ביאליק 37 רמת,לפי החזן,07:30,15:00,20:00,08:00,13:30,,FALSE,TRUE,TRUE,5
 דבב עז, רמת גן, הבילויים 15 רמת,ספרד,05:40,,21:00,07:00,,,TRUE,TRUE,TRUE,5
 היכל דוד, רמת גן," התע""ש 10 (בנין בית הקרן) רמת",לפי החזן,,12:30,,,,,FALSE,FALSE,FALSE,5
 התחיה, רמת גן, שדרת נחמה רמת,אשכנז,,,,07:45,,,FALSE,TRUE,TRUE,5
 זיכרון קדושים, רמת גן, חביבה רייק 9 רמת,ספרד,,,,08:30,,,FALSE,TRUE,TRUE,5
 חביב, רמת גן, השר משה 32 רמת,ספרד,,,,,,,FALSE,FALSE,FALSE,5
 חזון למועד, רמת גן, הגלגל 46 רמת,עדות המזרח,07:30,,,,,,TRUE,TRUE,TRUE,5
 חזון עובדיה, בני ברק, אבוחצירא 20 בני,עדות המזרח,,,,,,,TRUE,TRUE,FALSE,5
 חמד בחורים, רמת גן," אצ""ל רמת",תימן שאמי,,,,,,,FALSE,TRUE,FALSE,5
 יד הגיבורים, רמת גן, נגבה 16 רמת,יוצאי לוב,,,,,,,TRUE,TRUE,TRUE,5
 יחזקאל, רמת גן," רש""י רמת",עדות המזרח,05:00,18:32,,07:00,12:30,,FALSE,FALSE,FALSE,5
 ימין משה, רמת גן, אלוף דווד 187 רמת,תימן שאמי,,,,,,,FALSE,FALSE,FALSE,5
 ישורון, רמת גן, אלוף דוד רמת,ספרד,07:00,,,08:00,,,FALSE,TRUE,TRUE,5
 ישיבת רמת גן, רמת גן," אצ""ל 39 רמת",ספרד,07:00,,,07:45,,,TRUE,TRUE,TRUE,5
 ישראל הצעיר קרית קריניצי, רמת גן, המשורר 27 רמת,ספרד,06:00,,19:00,08:00,13:20,,TRUE,TRUE,TRUE,5
 ישרים, רמת גן," ד""ר כהן 13 רמת גן 16 רמת",עדות המזרח,05:50,18:40,,06:45,,,FALSE,TRUE,TRUE,5
 ךלצמ, רמת גן, אדר 13 רמת,,,,,,,,FALSE,TRUE,TRUE,5
 לווית חן יד מנחם ושרה, רמת גן, אחד העם 59 רמת,עדות המזרח,05:30,,,,,,TRUE,TRUE,TRUE,5
 למען שמו באהבה, רמת גן, גילדסקייט רמת,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,5
 מנחת חובב, רמת גן, השר משה 32 רמת,ספרד,06:00,18:47,19:22,08:00,18:39,,TRUE,TRUE,TRUE,5
 מניין צעירים הלל, רמת גן, הגלגל 44 רמת,ספרד,,,,08:30,18:45,,TRUE,TRUE,TRUE,5
" מניין צעירים הרא""ה", רמת גן," הרא""ה 212 רמת",ספרד,,,,08:00,18:43,,FALSE,TRUE,TRUE,5
 מקור חיים, רמת גן, סוקולוב 18 רמת,לפי החזן,,18:52,19:37,08:20,18:42,,TRUE,TRUE,TRUE,5
 מרום נוה, רמת גן, באדר 3 רמת,עדות המזרח,06:00,18:42,19:22,07:45,,,TRUE,TRUE,TRUE,5
 משכנות ישראל, רמת גן, ברודצקי. שד הקונגרס רמת,ספרד,06:00,18:54,19:24,08:30,,,TRUE,TRUE,FALSE,5
 משכנות ישראל-מניין צעירים, רמת גן, ברודצקי 1 רמת,ספרד,06:45,,,08:30,,,TRUE,TRUE,TRUE,5
 נואת תהילה, רמת גן, הגילגל 46 רמת,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,5
 נוה יהושע, רמת גן, החולה 5 רמת,ספרד,05:15,,,,,,TRUE,TRUE,TRUE,5
 נווה שלום הכהן, רמת גן, רמת עמידר רמת,תימן שאמי,,,,,,,TRUE,TRUE,FALSE,5
 נוסח אשכנז, רמת גן, ההלכה 9 רמת,אשכנז,06:23,18:52,19:24,08:00,18:39,,FALSE,TRUE,TRUE,5
 נצח ישראל, רמת גן, המחתרת 9 רמת,תימן שאמי,,,,,,,TRUE,FALSE,FALSE,5
 סוכת שלום, רמת גן, האשל 1 רמת,חבד,,,,,,,FALSE,TRUE,FALSE,5
 סיני, רמת גן, לאן 27 רמת,ספרד,05:45,18:47,19:27,08:30,18:34,,TRUE,TRUE,TRUE,5
" ע""ש כדורי מועלם ז""ל", רמת גן, רמת,עדות המזרח,06:00,,,,,,TRUE,TRUE,TRUE,5
 עץ החיים, רמת גן," הרוא""ה - חד נס רמת",עדות המזרח,,,,,,,FALSE,TRUE,FALSE,5
 עץ חיים, ירושלים," שכונת עץ חיים ליד גשר המיתרים,ליד הורביץ מכוניות.",אשכנז,07:15,18:42,19:22,,,,TRUE,TRUE,FALSE,1
 פרדס, רמת גן, באר אורה 5 רמת,עדות המזרח,,,,07:45,,,TRUE,TRUE,FALSE,5
 רבי עובדיה מברטנורו, רמת גן, שדרת נחמה רמת,ספרד,,,,08:20,,,TRUE,TRUE,TRUE,5
 רינת ישראל, רמת גן, באר אורה רמת,ספרד,,,,,,,FALSE,TRUE,TRUE,5
 רינת ישרים, רמת גן, באר אורה רמת,עדות המזרח,05:30,,,07:00,13:30,,FALSE,TRUE,TRUE,5
 רמת-חן (המרכזי), רמת גן, רמת-חן 5 רמת,אשכנז,06:30,,,06:45,13:00,,TRUE,TRUE,TRUE,5
 שארית ישראל, רמת גן, העם הצרפתי 34 רמת,ספרד,06:30,18:52,,08:30,13:00,,TRUE,TRUE,TRUE,5
 שבזי לצעירים, רמת גן, המחתרת 9 רמת,תימן שאמי,,,,,,,TRUE,TRUE,TRUE,5
 שבטי ישראל, רמת גן, פומפידיתא רמת,עדות המזרח,06:30,,,,,,FALSE,TRUE,TRUE,5
 שיכון מזרחי נוסח אשכנז, רמת גן," הראב""ע 5 רמת",אשכנז,08:00,18:52,19:22,08:00,18:43,,FALSE,TRUE,FALSE,5
 שכון המזרחי (שני בתי כנסת מאוחדים בימי חול), רמת גן," ראב""ע 2 רמת",לפי החזן,06:00,18:52,19:20,,,,FALSE,TRUE,TRUE,5
 שלום שבזי, רמת גן, יד שלום 27 רמת,תימן שאמי,06:00,,,06:30,,,TRUE,TRUE,FALSE,5
" שערי צדק ע""הרב סעדיה חוזה זצוק""ל", רמת גן, ישורון 15 רמת,תימן שאמי,06:00,18:52,19:22,07:00,13:00,,TRUE,TRUE,TRUE,5
 תיכון דתי לבנות, רמת גן, גולומב 6 רמת,אשכנז,,,,08:00,18:44,,FALSE,TRUE,FALSE,5
 תל גנים, רמת גן, גדעון 24 רמת,אשכנז,06:15,,,07:00,18:57,,TRUE,TRUE,TRUE,5
